# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  344       3.580012040770e-10       2.296019275483e-12       1.332832359503e-11       0.000000000000e+00       2.612733644215e-13       4.739842385532e-14       2.301035314335e-15 
  345       3.542804977972e-10       2.317952305604e-12       1.315891333753e-11       0.000000000000e+00       2.587931372639e-13       4.667163382071e-14       2.300175263773e-15 
  346       3.506037030446e-10       2.339636444045e-12       1.298537272825e-11       0.000000000000e+00       2.563429325351e-13       4.595132667018e-14       2.299014055950e-15 
  347       3.469715688926e-10       2.361063357590e-12       1.280776884892e-11       0.000000000000e+00       2.539225446359e-13       4.523758923580e-14       2.297556060300e-15 
  348       3.433848368797e-10       2.382224627026e-12       1.262617106138e-11       0.000000000000e+00       2.515317462763e-13       4.453050632405e-14       2.295805815924e-15 
  349       3.398442408794e-10       2.403111746806e-12       1.244065102508e-11       0.000000000000e+00       2.491702882682e-13       4.383016068885e-14       2.293768032930e-15 
  350       3.363505069708e-10       2.423716124710e-12       1.225128271451e-11       0.000000000000e+00       2.468378993177e-13       4.313663300459e-14       2.291447593783e-15 
  351       3.329043533091e-10       2.444029081502e-12       1.205814243664e-11       0.000000000000e+00       2.445342858175e-13       4.245000183913e-14       2.288849554643e-15 
  352       3.295064899956e-10       2.464041850594e-12       1.186130884842e-11       0.000000000000e+00       2.422591316395e-13       4.177034362686e-14       2.285979146714e-15 
  353       3.261576189483e-10       2.483745577701e-12       1.166086297415e-11       0.000000000000e+00       2.400120979274e-13       4.109773264167e-14       2.282841777587e-15 
  354       3.228584337721e-10       2.503131320508e-12       1.145688822303e-11       0.000000000000e+00       2.377928228891e-13       4.043224097003e-14       2.279443032584e-15 
  355       3.196096196297e-10       2.522190048323e-12       1.124947040652e-11       0.000000000000e+00       2.356009215888e-13       3.977393848398e-14       2.275788676103e-15 
  356       3.164118531110e-10       2.540912641744e-12       1.103869775586e-11       0.000000000000e+00       2.334359857403e-13       3.912289281414e-14       2.271884652962e-15 
  357       3.132658021045e-10       2.559289892314e-12       1.082466093949e-11       0.000000000000e+00       2.312975834988e-13       3.847916932276e-14       2.267737089745e-15 
  358       3.101721256671e-10       2.577312502183e-12       1.060745308049e-11       0.000000000000e+00       2.291852592536e-13       3.784283107676e-14       2.263352296142e-15 
  359       3.071314738943e-10       2.594971083768e-12       1.038716977408e-11       0.000000000000e+00       2.270985334206e-13       3.721393882067e-14       2.258736766299e-15 
  360       3.041444877912e-10       2.612256159416e-12       1.016390910502e-11       0.000000000000e+00       2.250369022349e-13       3.659255094977e-14       2.253897180158e-15 
  361       3.012117991423e-10       2.629158161057e-12       9.937771665077e-12       0.000000000000e+00       2.229998375431e-13       3.597872348299e-14       2.248840404805e-15 
  362       2.983340303821e-10       2.645667429872e-12       9.708860570506e-12       0.000000000000e+00       2.209867865959e-13       3.537251003605e-14       2.243573495812e-15 
  363       2.955117944655e-10       2.661774215949e-12       9.477281479461e-12       0.000000000000e+00       2.189971718404e-13       3.477396179438e-14       2.238103698582e-15 
  364       2.927456947381e-10       2.677468677945e-12       9.243142609469e-12       0.000000000000e+00       2.170303907130e-13       3.418312748621e-14       2.232438449692e-15 
  365       2.900363248065e-10       2.692740882744e-12       9.006554754878e-12       0.000000000000e+00       2.150858154314e-13       3.360005335557e-14       2.226585378240e-15 
  366       2.873842684089e-10       2.707580805118e-12       8.767631304307e-12       0.000000000000e+00       2.131627927875e-13       3.302478313532e-14       2.220552307190e-15 
  367       2.847900992853e-10       2.721978327390e-12       8.526488258100e-12       0.000000000000e+00       2.112606439396e-13       3.245735802014e-14       2.214347254711e-15 
  368       2.822543810477e-10       2.735923239088e-12       8.283244245776e-12       0.000000000000e+00       2.093786642048e-13       3.189781663960e-14       2.207978435528e-15 
  369       2.797776670508e-10       2.749405236613e-12       8.038020543482e-12       0.000000000000e+00       2.075161228521e-13       3.134619503116e-14       2.201454262263e-15 
  370       2.773605002622e-10       2.762413922893e-12       7.790941091444e-12       0.000000000000e+00       2.056722628941e-13       3.080252661319e-14       2.194783346778e-15 
  371       2.750033529411e-10       2.774940094565e-12       7.542123652926e-12       0.000000000000e+00       2.038464385646e-13       3.026683245031e-14       2.187973161506e-15 
  372       2.727064433367e-10       2.786979659722e-12       7.291652874171e-12       0.000000000000e+00       2.020385341027e-13       2.973909168476e-14       2.181025962953e-15 
  373       2.704699115686e-10       2.798529872688e-12       7.039606205290e-12       0.000000000000e+00       2.002485609369e-13       2.921926989594e-14       2.173942711433e-15 
  374       2.682938789895e-10       2.809588061103e-12       6.786062673390e-12       0.000000000000e+00       1.984765213904e-13       2.870732866847e-14       2.166724396877e-15 
  375       2.661784480040e-10       2.820151626704e-12       6.531102892315e-12       0.000000000000e+00       1.967224085941e-13       2.820322555677e-14       2.159372039014e-15 
  376       2.641237018860e-10       2.830218046104e-12       6.274809072403e-12       0.000000000000e+00       1.949862063983e-13       2.770691404962e-14       2.151886687547e-15 
  377       2.621297045971e-10       2.839784871570e-12       6.017265030229e-12       0.000000000000e+00       1.932678892851e-13       2.721834353475e-14       2.144269422334e-15 
  378       2.601965006045e-10       2.848849731805e-12       5.758556198357e-12       0.000000000000e+00       1.915674222806e-13       2.673745926343e-14       2.136521353566e-15 
  379       2.583241146991e-10       2.857410332727e-12       5.498769635092e-12       0.000000000000e+00       1.898847608670e-13       2.626420231504e-14       2.128643621949e-15 
  380       2.565125518136e-10       2.865464458249e-12       5.237994034225e-12       0.000000000000e+00       1.882198508949e-13       2.579850956166e-14       2.120637398880e-15 
  381       2.547617968402e-10       2.873009971056e-12       4.976319734785e-12       0.000000000000e+00       1.865726284956e-13       2.534031363267e-14       2.112503886629e-15 
  382       2.530718144491e-10       2.880044813389e-12       4.713838730789e-12       0.000000000000e+00       1.849430199930e-13       2.488954287927e-14       2.104244318515e-15 
  383       2.514425489062e-10       2.886567007821e-12       4.450644680989e-12       0.000000000000e+00       1.833309418160e-13       2.444612133915e-14       2.095859959090e-15 
  384       2.498739238911e-10       2.892574658039e-12       4.186832918625e-12       0.000000000000e+00       1.817363004107e-13       2.400996870098e-14       2.087352104314e-15 
  385       2.483658423154e-10       2.898065949623e-12       3.922500461171e-12       0.000000000000e+00       1.801589921526e-13       2.358100026908e-14       2.078722081735e-15 
  386       2.469181861406e-10       2.903039150823e-12       3.657746020086e-12       0.000000000000e+00       1.785989032589e-13       2.315912692793e-14       2.069971250672e-15 
  387       2.455308161962e-10       2.907492613344e-12       3.392670010564e-12       0.000000000000e+00       1.770559097004e-13       2.274425510678e-14       2.061101002389e-15 
  388       2.442035719974e-10       2.911424773122e-12       3.127374561283e-12       0.000000000000e+00       1.755298771139e-13       2.233628674426e-14       2.052112760277e-15 
  389       2.429362715636e-10       2.914834151102e-12       2.861963524154e-12       0.000000000000e+00       1.740206607145e-13       2.193511925290e-14       2.043007980033e-15 
  390       2.417287112363e-10       2.917719354025e-12       2.596542484071e-12       0.000000000000e+00       1.725281052077e-13       2.154064548378e-14       2.033788149841e-15 
  391       2.405806654967e-10       2.920079075197e-12       2.331218768661e-12       0.000000000000e+00       1.710520447014e-13       2.115275369105e-14       2.024454790547e-15 
  392       2.394918867845e-10       2.921912095278e-12       2.066101458032e-12       0.000000000000e+00       1.695923026186e-13       2.077132749655e-14       2.015009455843e-15 
  393       2.384621053153e-10       2.923217283057e-12       1.801301394524e-12       0.000000000000e+00       1.681486916091e-13       2.039624585439e-14       2.005453732442e-15 
  394       2.374910288988e-10       2.923993596233e-12       1.536931192456e-12       0.000000000000e+00       1.667210134619e-13       2.002738301552e-14       1.995789240260e-15 
  395       2.365783427571e-10       2.924240082193e-12       1.273105247879e-12       0.000000000000e+00       1.653090590174e-13       1.966460849229e-14       1.986017632596e-15 
  396       2.357237093423e-10       2.923955878796e-12       1.009939748324e-12       0.000000000000e+00       1.639126080799e-13       1.930778702311e-14       1.976140596308e-15 
  397       2.349267681549e-10       2.923140215146e-12       7.475526825503e-13       0.000000000000e+00       1.625314293290e-13       1.895677853692e-14       1.966159851996e-15 
  398       2.341871355617e-10       2.921792412379e-12       4.860638502960e-13       0.000000000000e+00       1.611652802328e-13       1.861143811788e-14       1.956077154177e-15 
  399       2.335044046136e-10       2.919911884435e-12       2.255948720276e-13       0.000000000000e+00       1.598139069593e-13       1.827161596988e-14       1.945894291470e-15 
  400       2.328781448640e-10       2.917498138844e-12      -3.373080131111e-14       0.000000000000e+00       1.584770442891e-13       1.793715738114e-14       1.935613086769e-15 
  401       2.323079021868e-10       2.914550777504e-12      -2.917878785489e-13       0.000000000000e+00       1.571544155272e-13       1.760790268880e-14       1.925235397426e-15 
  402       2.317931985942e-10       2.911069497458e-12      -5.484492185380e-13       0.000000000000e+00       1.558457324157e-13       1.728368724351e-14       1.914763115431e-15 
  403       2.313335320547e-10       2.907054091677e-12      -8.035858204047e-13       0.000000000000e+00       1.545506950456e-13       1.696434137398e-14       1.904198167589e-15 
  404       2.309283763114e-10       2.902504449838e-12      -1.057066813800e-12       0.000000000000e+00       1.532689917690e-13       1.664969035161e-14       1.893542515699e-15 
  405       2.305771807001e-10       2.897420559103e-12      -1.308759449149e-12       0.000000000000e+00       1.520002991117e-13       1.633955435502e-14       1.882798156736e-15 
  406       2.302793699668e-10       2.891802504902e-12      -1.558529087903e-12       0.000000000000e+00       1.507442816849e-13       1.603374843467e-14       1.871967123028e-15 
  407       2.300343440863e-10       2.885650471706e-12      -1.806239192790e-12       0.000000000000e+00       1.495005920977e-13       1.573208247740e-14       1.861051482436e-15 
  408       2.298414780799e-10       2.878964743816e-12      -2.051751318063e-12       0.000000000000e+00       1.482688708694e-13       1.543436117108e-14       1.850053338532e-15 
  409       2.297001218337e-10       2.871745706134e-12      -2.294925099753e-12       0.000000000000e+00       1.470487463412e-13       1.514038396912e-14       1.838974830781e-15 
  410       2.296096420070e-10       2.863994556370e-12      -2.535632541540e-12       0.000000000000e+00       1.458398998565e-13       1.484998163804e-14       1.827817915034e-15 
  411       2.295695497654e-10       2.855715467857e-12      -2.773801449749e-12       0.000000000000e+00       1.446422640221e-13       1.456312739846e-14       1.816583696086e-15 
  412       2.295793772146e-10       2.846913504867e-12      -3.009373517599e-12       0.000000000000e+00       1.434558312964e-13       1.427982965097e-14       1.805273071826e-15 
  413       2.296386355665e-10       2.837593919397e-12      -3.242290168976e-12       0.000000000000e+00       1.422805893147e-13       1.400009573940e-14       1.793886950817e-15 
  414       2.297468149876e-10       2.827762152447e-12      -3.472492558859e-12       0.000000000000e+00       1.411165208484e-13       1.372393194147e-14       1.782426252315e-15 
  415       2.299033844469e-10       2.817423835315e-12      -3.699921573758e-12       0.000000000000e+00       1.399636037635e-13       1.345134345941e-14       1.770891906291e-15 
  416       2.301077915636e-10       2.806584790877e-12      -3.924517832139e-12       0.000000000000e+00       1.388218109792e-13       1.318233441062e-14       1.759284853457e-15 
  417       2.303594624557e-10       2.795251034873e-12      -4.146221684855e-12       0.000000000000e+00       1.376911104264e-13       1.291690781826e-14       1.747606045284e-15 
  418       2.306578015873e-10       2.783428777200e-12      -4.364973215579e-12       0.000000000000e+00       1.365714650069e-13       1.265506560193e-14       1.735856444030e-15 
  419       2.310021916173e-10       2.771124423190e-12      -4.580712241236e-12       0.000000000000e+00       1.354628325515e-13       1.239680856827e-14       1.724037022759e-15 
  420       2.313919932468e-10       2.758344574902e-12      -4.793378312429e-12       0.000000000000e+00       1.343651657792e-13       1.214213640160e-14       1.712148765366e-15 
  421       2.318265450675e-10       2.745096032406e-12      -5.002910713873e-12       0.000000000000e+00       1.332784122554e-13       1.189104765457e-14       1.700192666599e-15 
  422       2.323051634096e-10       2.731385795068e-12      -5.209248464828e-12       0.000000000000e+00       1.322025143510e-13       1.164353973879e-14       1.688169732081e-15 
  423       2.328271421897e-10       2.717221062841e-12      -5.412330319524e-12       0.000000000000e+00       1.311374092008e-13       1.139960891543e-14       1.676080978336e-15 
  424       2.333917527591e-10       2.702609237546e-12      -5.612094767595e-12       0.000000000000e+00       1.300830286623e-13       1.115925028589e-14       1.663927432808e-15 
  425       2.339982437513e-10       2.687557924160e-12      -5.808480034513e-12       0.000000000000e+00       1.290392992743e-13       1.092245778244e-14       1.651710133885e-15 
  426       2.346458409306e-10       2.672074932104e-12      -6.001424082011e-12       0.000000000000e+00       1.280061422159e-13       1.068922415881e-14       1.639430130924e-15 
  427       2.353337470397e-10       2.656168276528e-12      -6.190864608521e-12       0.000000000000e+00       1.269834732645e-13       1.045954098087e-14       1.627088484271e-15 
  428       2.360611416478e-10       2.639846179596e-12      -6.376739049602e-12       0.000000000000e+00       1.259712027553e-13       1.023339861722e-14       1.614686265285e-15 
  429       2.368271809986e-10       2.623117071776e-12      -6.558984578369e-12       0.000000000000e+00       1.249692355393e-13       1.001078622986e-14       1.602224556361e-15 
  430       2.376309978584e-10       2.605989593121e-12      -6.737538105927e-12       0.000000000000e+00       1.239774709424e-13       9.791691764807e-15       1.589704450952e-15 
  431       2.384717013641e-10       2.588472594561e-12      -6.912336281800e-12       0.000000000000e+00       1.229958027239e-13       9.576101942738e-15       1.577127053594e-15 
  432       2.393483768710e-10       2.570575139183e-12      -7.083315494363e-12       0.000000000000e+00       1.220241190353e-13       9.364002249605e-15       1.564493479926e-15 
  433       2.402600858010e-10       2.552306503524e-12      -7.250411871269e-12       0.000000000000e+00       1.210623023788e-13       9.155376927285e-15       1.551804856714e-15 
  434       2.412058654907e-10       2.533676178852e-12      -7.413561279887e-12       0.000000000000e+00       1.201102295661e-13       8.950208964205e-15       1.539062321874e-15 
  435       2.421847290390e-10       2.514693872455e-12      -7.572699327724e-12       0.000000000000e+00       1.191677716771e-13       8.748480085982e-15       1.526267024497e-15 
  436       2.431956651557e-10       2.495369508926e-12      -7.727761362863e-12       0.000000000000e+00       1.182347940187e-13       8.550170746050e-15       1.513420124866e-15 
  437       2.442376380089e-10       2.475713231451e-12      -7.878682474391e-12       0.000000000000e+00       1.173111560830e-13       8.355260116298e-15       1.500522794486e-15 
  438       2.453095870734e-10       2.455735403093e-12      -8.025397492829e-12       0.000000000000e+00       1.163967115066e-13       8.163726077700e-15       1.487576216100e-15 
  439       2.464104269786e-10       2.435446608079e-12      -8.167840990563e-12       0.000000000000e+00       1.154913080289e-13       7.975545210952e-15       1.474581583717e-15 
  440       2.475390473564e-10       2.414857653089e-12      -8.305947282277e-12       0.000000000000e+00       1.145947874507e-13       7.790692787103e-15       1.461540102633e-15 
  441       2.486943126896e-10       2.393979568537e-12      -8.439650425380e-12       0.000000000000e+00       1.137069855934e-13       7.609142758186e-15       1.448452989453e-15 
  442       2.498750621592e-10       2.372823609862e-12      -8.568884220440e-12       0.000000000000e+00       1.128277322570e-13       7.430867747860e-15       1.435321472116e-15 
  443       2.510801094931e-10       2.351401258812e-12      -8.693582211615e-12       0.000000000000e+00       1.119568511793e-13       7.255839042032e-15       1.422146789914e-15 
  444       2.523082428138e-10       2.329724224731e-12      -8.813677687080e-12       0.000000000000e+00       1.110941599944e-13       7.084026579499e-15       1.408930193521e-15 
  445       2.535582244862e-10       2.307804445845e-12      -8.929103679462e-12       0.000000000000e+00       1.102394701914e-13       6.915398942579e-15       1.395672945007e-15 
  446       2.548287909661e-10       2.285654090549e-12      -9.039792966268e-12       0.000000000000e+00       1.093925870728e-13       6.749923347743e-15       1.382376317872e-15 
  447       2.561186526478e-10       2.263285558690e-12      -9.145678070317e-12       0.000000000000e+00       1.085533097137e-13       6.587565636248e-15       1.369041597057e-15 
  448       2.574264937124e-10       2.240711482859e-12      -9.246691260172e-12       0.000000000000e+00       1.077214309203e-13       6.428290264776e-15       1.355670078977e-15 
  449       2.587510950457e-10       2.217944247242e-12      -9.342776329950e-12       0.000000000000e+00       1.068967724937e-13       6.272063558443e-15       1.342263037095e-15 
  450       2.600917076824e-10       2.194994524422e-12      -9.433924357658e-12       0.000000000000e+00       1.060792923643e-13       6.118863604849e-15       1.328821617393e-15 
  451       2.614476911514e-10       2.171872693743e-12      -9.520139105196e-12       0.000000000000e+00       1.052689808440e-13       5.968670661870e-15       1.315346939567e-15 
  452       2.628183914194e-10       2.148589320463e-12      -9.601425350990e-12       0.000000000000e+00       1.044658256144e-13       5.821463916813e-15       1.301840131160e-15 
  453       2.642031408117e-10       2.125155156749e-12      -9.677788897419e-12       0.000000000000e+00       1.036698117059e-13       5.677221478983e-15       1.288302327571e-15 
  454       2.656012579337e-10       2.101581142679e-12      -9.749236578240e-12       0.000000000000e+00       1.028809214779e-13       5.535920372260e-15       1.274734672051e-15 
  455       2.670120475917e-10       2.077878407241e-12      -9.815776266016e-12       0.000000000000e+00       1.020991345979e-13       5.397536527665e-15       1.261138315711e-15 
  456       2.684348007143e-10       2.054058269334e-12      -9.877416879543e-12       0.000000000000e+00       1.013244280215e-13       5.262044775933e-15       1.247514417521e-15 
  457       2.698687942731e-10       2.030132238765e-12      -9.934168391277e-12       0.000000000000e+00       1.005567759721e-13       5.129418840084e-15       1.233864144311e-15 
  458       2.713132912043e-10       2.006112017252e-12      -9.986041834760e-12       0.000000000000e+00       9.979614992035e-14       4.999631327992e-15       1.220188670779e-15 
  459       2.727675403292e-10       1.982009499422e-12      -1.003304931205e-11       0.000000000000e+00       9.904251856369e-14       4.872653724961e-15       1.206489179487e-15 
  460       2.742307762758e-10       1.957836773810e-12      -1.007520400113e-11       0.000000000000e+00       9.829584780635e-14       4.748456386290e-15       1.192766860869e-15 
  461       2.757022193997e-10       1.933606123860e-12      -1.011252016336e-11       0.000000000000e+00       9.755610073877e-14       4.627008529848e-15       1.179022913230e-15 
  462       2.771810757053e-10       1.909330028927e-12      -1.014501315091e-11       0.000000000000e+00       9.682323761731e-14       4.508278228642e-15       1.165258542746e-15 
  463       2.786665367666e-10       1.885021165271e-12      -1.017269941413e-11       0.000000000000e+00       9.609721584386e-14       4.392232403393e-15       1.151474963474e-15 
  464       2.801577796488e-10       1.860692407061e-12      -1.019559650906e-11       0.000000000000e+00       9.537798994556e-14       4.278836815100e-15       1.137673397347e-15 
  465       2.816539668289e-10       1.836356827376e-12      -1.021372310477e-11       0.000000000000e+00       9.466551155437e-14       4.168056057616e-15       1.123855074180e-15 
  466       2.831542461170e-10       1.812027699199e-12      -1.022709899086e-11       0.000000000000e+00       9.395972938678e-14       4.059853550219e-15       1.110021231672e-15 
  467       2.846577505776e-10       1.787718496424e-12      -1.023574508485e-11       0.000000000000e+00       9.326058922343e-14       3.954191530179e-15       1.096173115406e-15 
  468       2.861635984503e-10       1.763442894849e-12      -1.023968343961e-11       0.000000000000e+00       9.256803388877e-14       3.851031045334e-15       1.082311978857e-15 
  469       2.876708930714e-10       1.739214773181e-12      -1.023893725078e-11       0.000000000000e+00       9.188200323069e-14       3.750331946657e-15       1.068439083387e-15 
  470       2.891787227944e-10       1.715048214033e-12      -1.023353086423e-11       0.000000000000e+00       9.120243410020e-14       3.652052880829e-15       1.054555698254e-15 
  471       2.906861609116e-10       1.690957504923e-12      -1.022348978344e-11       0.000000000000e+00       9.052926033107e-14       3.556151282809e-15       1.040663100608e-15 
  472       2.921922655749e-10       1.666957139278e-12      -1.020884067696e-11       0.000000000000e+00       8.986241271945e-14       3.462583368407e-15       1.026762575501e-15 
  473       2.936960797170e-10       1.643061817428e-12      -1.018961138583e-11       0.000000000000e+00       8.920181900356e-14       3.371304126852e-15       1.012855415883e-15 
  474       2.951966309728e-10       1.619286447610e-12      -1.016583093100e-11       0.000000000000e+00       8.854740384333e-14       3.282267313366e-15       9.989429226053e-16 
  475       2.966929315998e-10       1.595646146967e-12      -1.013752952075e-11       0.000000000000e+00       8.789908880002e-14       3.195425441732e-15       9.850264044271e-16 
  476       2.981839783998e-10       1.572156242546e-12      -1.010473855814e-11       0.000000000000e+00       8.725679231590e-14       3.110729776867e-15       9.711071780133e-16 
  477       2.996687526399e-10       1.548832272300e-12      -1.006749064842e-11       0.000000000000e+00       8.662042969389e-14       3.028130327392e-15       9.571865679385e-16 
  478       3.011462199733e-10       1.525689986086e-12      -1.002581960646e-11       0.000000000000e+00       8.598991307722e-14       2.947575838205e-15       9.432659066900e-16 
  479       3.026153303607e-10       1.502745346665e-12      -9.979760464171e-12       0.000000000000e+00       8.536515142905e-14       2.869013783048e-15       9.293465346691e-16 
  480       3.040750179914e-10       1.480014530704e-12      -9.929349477945e-12       0.000000000000e+00       8.474605051214e-14       2.792390357084e-15       9.154298001943e-16 
  481       3.055242012041e-10       1.457513929772e-12      -9.874624136070e-12       0.000000000000e+00       8.413251286853e-14       2.717650469460e-15       9.015170595031e-16 
  482       3.069617824084e-10       1.435260151342e-12      -9.815623166162e-12       0.000000000000e+00       8.352443779911e-14       2.644737735885e-15       8.876096767548e-16 
  483       3.083866480055e-10       1.413270019792e-12      -9.752386542590e-12       0.000000000000e+00       8.292172134335e-14       2.573594471199e-15       8.737090240327e-16 
  484       3.097976683098e-10       1.391560577403e-12      -9.684955493903e-12       0.000000000000e+00       8.232425625890e-14       2.504161681942e-15       8.598164813464e-16 
  485       3.111936974693e-10       1.370149085356e-12      -9.613372510259e-12       0.000000000000e+00       8.173193200126e-14       2.436379058925e-15       8.459334366342e-16 
  486       3.125735733875e-10       1.349053024740e-12      -9.537681350847e-12       0.000000000000e+00       8.114463470343e-14       2.370184969807e-15       8.320612857657e-16 
  487       3.139361176438e-10       1.328290097541e-12      -9.457927051318e-12       0.000000000000e+00       8.056224715553e-14       2.305516451655e-15       8.182014325439e-16 
  488       3.152802796505e-10       1.307876588277e-12      -9.374158263133e-12       0.000000000000e+00       7.998466800672e-14       2.242320343469e-15       8.043552201712e-16 
  489       3.166055740089e-10       1.287822393120e-12      -9.286434333219e-12       0.000000000000e+00       7.941187004168e-14       2.180587063813e-15       7.905237233950e-16 
  490       3.179116560328e-10       1.268135844587e-12      -9.194818449954e-12       0.000000000000e+00       7.884384360089e-14       2.120317825264e-15       7.767079501718e-16 
  491       3.191981786853e-10       1.248825337691e-12      -9.099375338891e-12       0.000000000000e+00       7.828057750482e-14       2.061513583670e-15       7.629089096116e-16 
  492       3.204647925721e-10       1.229899330119e-12      -9.000171271361e-12       0.000000000000e+00       7.772205904326e-14       2.004175036328e-15       7.491276119457e-16 
  493       3.217111459357e-10       1.211366342406e-12      -8.897274073074e-12       0.000000000000e+00       7.716827396458e-14       1.948302620150e-15       7.353650684947e-16 
  494       3.229368846484e-10       1.193234958111e-12      -8.790753132715e-12       0.000000000000e+00       7.661920646509e-14       1.893896509841e-15       7.216222916366e-16 
  495       3.241416522066e-10       1.175513823991e-12      -8.680679410546e-12       0.000000000000e+00       7.607483917837e-14       1.840956616073e-15       7.079002947743e-16 
  496       3.253250897238e-10       1.158211650179e-12      -8.567125447003e-12       0.000000000000e+00       7.553515316452e-14       1.789482583650e-15       6.942000923038e-16 
  497       3.264868359247e-10       1.141337210356e-12      -8.450165371296e-12       0.000000000000e+00       7.500012789955e-14       1.739473789692e-15       6.805226995821e-16 
  498       3.276265271385e-10       1.124899341929e-12      -8.329874910010e-12       0.000000000000e+00       7.446974126466e-14       1.690929341798e-15       6.668691328951e-16 
  499       3.287437972927e-10       1.108906946206e-12      -8.206331395704e-12       0.000000000000e+00       7.394396953553e-14       1.643848076225e-15       6.532404094252e-16 
  500       3.298382779068e-10       1.093368988570e-12      -8.079613775506e-12       0.000000000000e+00       7.342278737170e-14       1.598228556058e-15       6.396375472199e-16 
  501       3.309095980857e-10       1.078294498656e-12      -7.949802619721e-12       0.000000000000e+00       7.290616780582e-14       1.554069069385e-15       6.260615651590e-16 
  502       3.319573845136e-10       1.063692570524e-12      -7.816980130420e-12       0.000000000000e+00       7.239408223301e-14       1.511367627466e-15       6.125134829230e-16 
  503       3.329812614474e-10       1.049572362837e-12      -7.681230150047e-12       0.000000000000e+00       7.188650040016e-14       1.470121962912e-15       5.989943209606e-16 
  504       3.339808507104e-10       1.035943099037e-12      -7.542638170018e-12       0.000000000000e+00       7.138339039523e-14       1.430329527853e-15       5.855051004570e-16 
  505       3.349557716860e-10       1.022814067516e-12      -7.401291339314e-12       0.000000000000e+00       7.088471863661e-14       1.391987492111e-15       5.720468433016e-16 
  506       3.359056413114e-10       1.010194621797e-12      -7.257278473088e-12       0.000000000000e+00       7.039044986238e-14       1.355092741376e-15       5.586205720561e-16 
  507       3.368300740708e-10       9.980941807022e-13      -7.110690061259e-12       0.000000000000e+00       6.990054711967e-14       1.319641875377e-15       5.452273099221e-16 
  508       3.377286819898e-10       9.865222285371e-13      -6.961618277114e-12       0.000000000000e+00       6.941497175393e-14       1.285631206054e-15       5.318680807092e-16 
  509       3.386010746281e-10       9.754883152591e-13      -6.810156985907e-12       0.000000000000e+00       6.893368339832e-14       1.253056755732e-15       5.185439088030e-16 
  510       3.394468590739e-10       9.650020566557e-13      -6.656401753457e-12       0.000000000000e+00       6.845663996294e-14       1.221914255295e-15       5.052558191328e-16 
  511       3.402656399371e-10       9.550731345195e-13      -6.500449854748e-12       0.000000000000e+00       6.798379762419e-14       1.192199142356e-15       4.920048371399e-16 
  512       3.410570193433e-10       9.457112968231e-13      -6.342400282531e-12       0.000000000000e+00       6.751511081410e-14       1.163906559434e-15       4.787919887447e-16 
  513       3.418205969269e-10       9.369263578952e-13      -6.182353755919e-12       0.000000000000e+00       6.705053220961e-14       1.137031352121e-15       4.656183003158e-16 
  514       3.425559698251e-10       9.287281985953e-13      -6.020412728989e-12       0.000000000000e+00       6.659001272191e-14       1.111568067262e-15       4.524847986368e-16 
  515       3.432627326716e-10       9.211267664895e-13      -5.856681399381e-12       0.000000000000e+00       6.613350148572e-14       1.087510951121e-15       4.393925108748e-16 
  516       3.439404775900e-10       9.141320760259e-13      -5.691265716895e-12       0.000000000000e+00       6.568094584868e-14       1.064853947559e-15       4.263424645484e-16 
  517       3.445887941874e-10       9.077542087094e-13      -5.524273392096e-12       0.000000000000e+00       6.523229136058e-14       1.043590696205e-15       4.133356874950e-16 
  518       3.452072695484e-10       9.020033132779e-13      -5.355813904907e-12       0.000000000000e+00       6.478748176272e-14       1.023714530628e-15       4.003732078395e-16 
  519       3.457954882283e-10       8.968896058770e-13      -5.185998513211e-12       0.000000000000e+00       6.434645897723e-14       1.005218476511e-15       3.874560539615e-16 
  520       3.463530322469e-10       8.924233702358e-13      -5.014940261453e-12       0.000000000000e+00       6.390916309637e-14       9.880952498247e-16       3.745852544640e-16 
  521       3.468794810822e-10       8.886149578419e-13      -4.842753989235e-12       0.000000000000e+00       6.347553237184e-14       9.723372549975e-16       3.617618381403e-16 
  522       3.473744116640e-10       8.854747881171e-13      -4.669556339916e-12       0.000000000000e+00       6.304550320413e-14       9.579365830917e-16       3.489868339428e-16 
  523       3.478373983674e-10       8.830133485928e-13      -4.495465769214e-12       0.000000000000e+00       6.261901013178e-14       9.448850099743e-16       3.362612709506e-16 
  524       3.482680130066e-10       8.812411950850e-13      -4.320602553804e-12       0.000000000000e+00       6.219598582076e-14       9.331739944909e-16       3.235861783373e-16 
  525       3.486658248285e-10       8.801689518699e-13      -4.145088799917e-12       0.000000000000e+00       6.177636105371e-14       9.227946766377e-16       3.109625853390e-16 
  526       3.490304005062e-10       8.798073118594e-13      -3.969048451938e-12       0.000000000000e+00       6.136006471935e-14       9.137378757354e-16       2.983915212221e-16 
