# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2676       7.836103912483e-12       2.345074546301e-13      -5.987449871283e-13       0.000000000000e+00       1.121736608050e-16       2.546822666540e-17      -1.086767745590e-18 
 2677       7.828145442560e-12       2.325982235459e-13      -5.939596440484e-13       0.000000000000e+00       1.119996237153e-16       2.542166352821e-17      -1.051625824215e-18 
 2678       7.819905303289e-12       2.307088712034e-13      -5.891138258065e-13       0.000000000000e+00       1.118259177597e-16       2.537393029283e-17      -1.015155112266e-18 
 2679       7.811383421185e-12       2.288396822540e-13      -5.842094215265e-13       0.000000000000e+00       1.116525420924e-16       2.532502090055e-17      -9.774565471831e-19 
 2680       7.802579723904e-12       2.269909420896e-13      -5.792483262515e-13       0.000000000000e+00       1.114794958622e-16       2.527492928015e-17      -9.386313743151e-19 
 2681       7.793494140235e-12       2.251629368426e-13      -5.742324409496e-13       0.000000000000e+00       1.113067782125e-16       2.522364934788e-17      -8.987811472066e-19 
 2682       7.784126600108e-12       2.233559533871e-13      -5.691636725196e-13       0.000000000000e+00       1.111343882815e-16       2.517117500745e-17      -8.580077278886e-19 
 2683       7.774477034592e-12       2.215702793392e-13      -5.640439337965e-13       0.000000000000e+00       1.109623252021e-16       2.511750015003e-17      -8.164132871679e-19 
 2684       7.764545375900e-12       2.198062030581e-13      -5.588751435572e-13       0.000000000000e+00       1.107905881015e-16       2.506261865425e-17      -7.741003049155e-19 
 2685       7.754331557385e-12       2.180640136461e-13      -5.536592265261e-13       0.000000000000e+00       1.106191761021e-16       2.500652438615e-17      -7.311715703566e-19 
 2686       7.743835513547e-12       2.163440009498e-13      -5.483981133803e-13       0.000000000000e+00       1.104480883204e-16       2.494921119923e-17      -6.877301823591e-19 
 2687       7.733057180031e-12       2.146464555605e-13      -5.430937407560e-13       0.000000000000e+00       1.102773238680e-16       2.489067293438e-17      -6.438795497235e-19 
 2688       7.721996493631e-12       2.129716688150e-13      -5.377480512534e-13       0.000000000000e+00       1.101068818509e-16       2.483090341991e-17      -5.997233914717e-19 
 2689       7.710653392290e-12       2.113199327962e-13      -5.323629934425e-13       0.000000000000e+00       1.099367613697e-16       2.476989647152e-17      -5.553657371362e-19 
 2690       7.699027815099e-12       2.096915403335e-13      -5.269405218690e-13       0.000000000000e+00       1.097669615196e-16       2.470764589230e-17      -5.109109270497e-19 
 2691       7.687119702304e-12       2.080867850039e-13      -5.214825970594e-13       0.000000000000e+00       1.095974813906e-16       2.464414547272e-17      -4.664636126337e-19 
 2692       7.674928995303e-12       2.065059611325e-13      -5.159911855271e-13       0.000000000000e+00       1.094283200672e-16       2.457938899062e-17      -4.221287566885e-19 
 2693       7.662455636649e-12       2.049493637928e-13      -5.104682597777e-13       0.000000000000e+00       1.092594766285e-16       2.451337021118e-17      -3.780116336815e-19 
 2694       7.649699570053e-12       2.034172888079e-13      -5.049157983146e-13       0.000000000000e+00       1.090909501481e-16       2.444608288694e-17      -3.342178300373e-19 
 2695       7.636660740382e-12       2.019100327509e-13      -4.993357856447e-13       0.000000000000e+00       1.089227396944e-16       2.437752075777e-17      -2.908532444264e-19 
 2696       7.623339093663e-12       2.004278929454e-13      -4.937302122841e-13       0.000000000000e+00       1.087548443303e-16       2.430767755089e-17      -2.480240880544e-19 
 2697       7.609734577085e-12       1.989711674665e-13      -4.881010747634e-13       0.000000000000e+00       1.085872631131e-16       2.423654698079e-17      -2.058368849516e-19 
 2698       7.595847138997e-12       1.975401551411e-13      -4.824503756338e-13       0.000000000000e+00       1.084199950948e-16       2.416412274932e-17      -1.643984722617e-19 
 2699       7.581676728914e-12       1.961351555487e-13      -4.767801234720e-13       0.000000000000e+00       1.082530393222e-16       2.409039854559e-17      -1.238160005316e-19 
 2700       7.567223297516e-12       1.947564690224e-13      -4.710923328866e-13       0.000000000000e+00       1.080863948363e-16       2.401536804602e-17      -8.419693400006e-20 
 2701       7.552486796647e-12       1.934043966488e-13      -4.653890245230e-13       0.000000000000e+00       1.079200606728e-16       2.393902491428e-17      -4.564905088724e-20 
 2702       7.537467179324e-12       1.920792402694e-13      -4.596722250695e-13       0.000000000000e+00       1.077540358620e-16       2.386136280133e-17      -8.280443683888e-21 
 2703       7.522164399729e-12       1.907813024808e-13      -4.539439672626e-13       0.000000000000e+00       1.075883194287e-16       2.378237534539e-17       2.780048055953e-20 
 2704       7.506578413219e-12       1.895108866355e-13      -4.482062898929e-13       0.000000000000e+00       1.074229103922e-16       2.370205617190e-17       6.248499994355e-20 
 2705       7.490709176320e-12       1.882682968427e-13      -4.424612378103e-13       0.000000000000e+00       1.072578077663e-16       2.362039889356e-17       9.566407743052e-20 
 2706       7.474556646736e-12       1.870538379685e-13      -4.367108619299e-13       0.000000000000e+00       1.070930105594e-16       2.353739711030e-17       1.272283605554e-19 
 2707       7.458120783343e-12       1.858678156372e-13      -4.309572192377e-13       0.000000000000e+00       1.069285177745e-16       2.345304440925e-17       1.570681811364e-19 
 2708       7.441401546196e-12       1.847105362314e-13      -4.252023727957e-13       0.000000000000e+00       1.067643284089e-16       2.336733436475e-17       1.850735549861e-19 
 2709       7.424398896528e-12       1.835823068929e-13      -4.194483917483e-13       0.000000000000e+00       1.066004414545e-16       2.328026053835e-17       2.111341816219e-19 
 2710       7.407112796752e-12       1.824834355235e-13      -4.136973513270e-13       0.000000000000e+00       1.064368558978e-16       2.319181647878e-17       2.351394439768e-19 
 2711       7.389543850335e-12       1.814141573638e-13      -4.079512320463e-13       0.000000000000e+00       1.062735708468e-16       2.310199930824e-17       2.570122641164e-19 
 2712       7.371695225189e-12       1.803744142975e-13      -4.022116166831e-13       0.000000000000e+00       1.061105859129e-16       2.301082050245e-17       2.768108707817e-19 
 2713       7.353570740673e-12       1.793640743563e-13      -3.964799916711e-13       0.000000000000e+00       1.059479008314e-16       2.291829516881e-17       2.946275810049e-19 
 2714       7.335174228676e-12       1.783830050328e-13      -3.907578477668e-13       0.000000000000e+00       1.057855153341e-16       2.282443846545e-17       3.105549942935e-19 
 2715       7.316509533627e-12       1.774310732799e-13      -3.850466800537e-13       0.000000000000e+00       1.056234291495e-16       2.272926560129e-17       3.246859928927e-19 
 2716       7.297580512511e-12       1.765081455102e-13      -3.793479879455e-13       0.000000000000e+00       1.054616420031e-16       2.263279183606e-17       3.371137420497e-19 
 2717       7.278391034877e-12       1.756140875954e-13      -3.736632751910e-13       0.000000000000e+00       1.053001536168e-16       2.253503248035e-17       3.479316902765e-19 
 2718       7.258944982853e-12       1.747487648657e-13      -3.679940498772e-13       0.000000000000e+00       1.051389637095e-16       2.243600289569e-17       3.572335696133e-19 
 2719       7.239246251155e-12       1.739120421097e-13      -3.623418244339e-13       0.000000000000e+00       1.049780719965e-16       2.233571849458e-17       3.651133958921e-19 
 2720       7.219298747100e-12       1.731037835733e-13      -3.567081156373e-13       0.000000000000e+00       1.048174781900e-16       2.223419474053e-17       3.716654689999e-19 
 2721       7.199106390619e-12       1.723238529594e-13      -3.510944446139e-13       0.000000000000e+00       1.046571819989e-16       2.213144714811e-17       3.769843731421e-19 
 2722       7.178673114269e-12       1.715721134275e-13      -3.455023368450e-13       0.000000000000e+00       1.044971831288e-16       2.202749128301e-17       3.811649771059e-19 
 2723       7.158002863243e-12       1.708484275927e-13      -3.399333221699e-13       0.000000000000e+00       1.043374812819e-16       2.192234276211e-17       3.843024345235e-19 
 2724       7.137099595382e-12       1.701526575258e-13      -3.343889347905e-13       0.000000000000e+00       1.041780761571e-16       2.181601725346e-17       3.864921841359e-19 
 2725       7.115967281190e-12       1.694846647521e-13      -3.288707132748e-13       0.000000000000e+00       1.040189674501e-16       2.170853047639e-17       3.878299500556e-19 
 2726       7.094609903842e-12       1.688443102516e-13      -3.233802005612e-13       0.000000000000e+00       1.038601548532e-16       2.159989820154e-17       3.884117420306e-19 
 2727       7.073031459199e-12       1.682314544575e-13      -3.179189439623e-13       0.000000000000e+00       1.037016380553e-16       2.149013625092e-17       3.883338557074e-19 
 2728       7.051235955818e-12       1.676459572565e-13      -3.124884951687e-13       0.000000000000e+00       1.035434167422e-16       2.137926049792e-17       3.876928728946e-19 
 2729       7.029227414965e-12       1.670876779879e-13      -3.070904102534e-13       0.000000000000e+00       1.033854905961e-16       2.126728686740e-17       3.865856618258e-19 
 2730       7.007009870624e-12       1.665564754431e-13      -3.017262496752e-13       0.000000000000e+00       1.032278592960e-16       2.115423133573e-17       3.851093774237e-19 
 2731       6.984587369516e-12       1.660522078651e-13      -2.963975782833e-13       0.000000000000e+00       1.030705225177e-16       2.104010993081e-17       3.833614615628e-19 
 2732       6.961963971103e-12       1.655747329476e-13      -2.911059653205e-13       0.000000000000e+00       1.029134799334e-16       2.092493873216e-17       3.814396433332e-19 
 2733       6.939143747603e-12       1.651239078352e-13      -2.858529844279e-13       0.000000000000e+00       1.027567312120e-16       2.080873387094e-17       3.794419393036e-19 
 2734       6.916130784003e-12       1.646995891222e-13      -2.806402136484e-13       0.000000000000e+00       1.026002760192e-16       2.069151153002e-17       3.774666537850e-19 
 2735       6.892929178071e-12       1.643016328522e-13      -2.754692354308e-13       0.000000000000e+00       1.024441140172e-16       2.057328794401e-17       3.756123790939e-19 
 2736       6.869543040365e-12       1.639298945178e-13      -2.703416366336e-13       0.000000000000e+00       1.022882448650e-16       2.045407939929e-17       3.739779958158e-19 
 2737       6.845976494248e-12       1.635842290599e-13      -2.652590085294e-13       0.000000000000e+00       1.021326682181e-16       2.033390223413e-17       3.726626730682e-19 
 2738       6.822233675899e-12       1.632644908669e-13      -2.602229468082e-13       0.000000000000e+00       1.019773837286e-16       2.021277283865e-17       3.717658687645e-19 
 2739       6.798318734323e-12       1.629705337746e-13      -2.552350515821e-13       0.000000000000e+00       1.018223910454e-16       2.009070765493e-17       3.713873298769e-19 
 2740       6.774235831367e-12       1.627022110656e-13      -2.502969273886e-13       0.000000000000e+00       1.016676898138e-16       1.996772317704e-17       3.716270927001e-19 
 2741       6.749989141728e-12       1.624593754683e-13      -2.454101831950e-13       0.000000000000e+00       1.015132796760e-16       1.984383595108e-17       3.725854831144e-19 
 2742       6.725582852966e-12       1.622418791568e-13      -2.405764324020e-13       0.000000000000e+00       1.013591602706e-16       1.971906257524e-17       3.743631168493e-19 
 2743       6.701021165517e-12       1.620495737503e-13      -2.357972928481e-13       0.000000000000e+00       1.012053312328e-16       1.959341969985e-17       3.770608997467e-19 
 2744       6.676308292706e-12       1.618823103125e-13      -2.310743868131e-13       0.000000000000e+00       1.010517921946e-16       1.946692402741e-17       3.807800280243e-19 
 2745       6.651448460753e-12       1.617399393508e-13      -2.264093410225e-13       0.000000000000e+00       1.008985427844e-16       1.933959231266e-17       3.856219885390e-19 
 2746       6.626445908793e-12       1.616223108164e-13      -2.218037866509e-13       0.000000000000e+00       1.007455826273e-16       1.921144136262e-17       3.916885590504e-19 
 2747       6.601304888882e-12       1.615292741029e-13      -2.172593593267e-13       0.000000000000e+00       1.005929113451e-16       1.908248803664e-17       3.990818084837e-19 
 2748       6.576029666011e-12       1.614606780465e-13      -2.127776991353e-13       0.000000000000e+00       1.004405285561e-16       1.895274924644e-17       4.079040971938e-19 
 2749       6.550624518119e-12       1.614163709252e-13      -2.083604506237e-13       0.000000000000e+00       1.002884338750e-16       1.882224195617e-17       4.182580772279e-19 
 2750       6.525093850920e-12       1.613961595955e-13      -2.040090566005e-13       0.000000000000e+00       1.001366268386e-16       1.869098867662e-17       4.302169174080e-19 
 2751       6.499442543042e-12       1.613996866668e-13      -1.997241383308e-13       0.000000000000e+00       9.998510668048e-17       1.855903397967e-17       4.437348048129e-19 
 2752       6.473675602749e-12       1.614265526722e-13      -1.955061120488e-13       0.000000000000e+00       9.983387255486e-17       1.842642807190e-17       4.587359672075e-19 
 2753       6.447798053308e-12       1.614763568702e-13      -1.913553948618e-13       0.000000000000e+00       9.968292361121e-17       1.829322130852e-17       4.751444047291e-19 
 2754       6.421814933001e-12       1.615486972432e-13      -1.872724047517e-13       0.000000000000e+00       9.953225899427e-17       1.815946419350e-17       4.928838896788e-19 
 2755       6.395731295137e-12       1.616431704972e-13      -1.832575605745e-13       0.000000000000e+00       9.938187784402e-17       1.802520737974e-17       5.118779663127e-19 
 2756       6.369552208068e-12       1.617593720597e-13      -1.793112820622e-13       0.000000000000e+00       9.923177929571e-17       1.789050166918e-17       5.320499506325e-19 
 2757       6.343282755203e-12       1.618968960791e-13      -1.754339898227e-13       0.000000000000e+00       9.908196247982e-17       1.775539801295e-17       5.533229301769e-19 
 2758       6.316928035019e-12       1.620553354230e-13      -1.716261053407e-13       0.000000000000e+00       9.893242652209e-17       1.761994751150e-17       5.756197638128e-19 
 2759       6.290493161079e-12       1.622342816776e-13      -1.678880509784e-13       0.000000000000e+00       9.878317054348e-17       1.748420141471e-17       5.988630815259e-19 
 2760       6.263983262040e-12       1.624333251462e-13      -1.642202499762e-13       0.000000000000e+00       9.863419366018e-17       1.734821112207e-17       6.229752842122e-19 
 2761       6.237403481674e-12       1.626520548477e-13      -1.606231264536e-13       0.000000000000e+00       9.848549498363e-17       1.721202818281e-17       6.478785434690e-19 
 2762       6.210758978874e-12       1.628900585160e-13      -1.570971054094e-13       0.000000000000e+00       9.833707362047e-17       1.707570429598e-17       6.734948013858e-19 
 2763       6.184054927673e-12       1.631469225985e-13      -1.536426127227e-13       0.000000000000e+00       9.818892867254e-17       1.693929131067e-17       6.997457703354e-19 
 2764       6.157296517258e-12       1.634222322548e-13      -1.502600751536e-13       0.000000000000e+00       9.804105923693e-17       1.680284122607e-17       7.265529327651e-19 
 2765       6.130488951978e-12       1.637155713558e-13      -1.469499203440e-13       0.000000000000e+00       9.789346440590e-17       1.666640619166e-17       7.538375409879e-19 
 2766       6.103637451365e-12       1.640265224823e-13      -1.437125768178e-13       0.000000000000e+00       9.774614326693e-17       1.653003850732e-17       7.815206169731e-19 
 2767       6.076747250143e-12       1.643546669238e-13      -1.405484739822e-13       0.000000000000e+00       9.759909490269e-17       1.639379062345e-17       8.095229521377e-19 
 2768       6.049823598243e-12       1.646995846774e-13      -1.374580421279e-13       0.000000000000e+00       9.745231839104e-17       1.625771514114e-17       8.377651071377e-19 
 2769       6.022871760818e-12       1.650608544467e-13      -1.344417124302e-13       0.000000000000e+00       9.730581280502e-17       1.612186481231e-17       8.661674116586e-19 
 2770       5.995897018255e-12       1.654380536403e-13      -1.314999169491e-13       0.000000000000e+00       9.715957721286e-17       1.598629253980e-17       8.946499642070e-19 
 2771       5.968904666189e-12       1.658307583709e-13      -1.286330886309e-13       0.000000000000e+00       9.701361067794e-17       1.585105137754e-17       9.231326319011e-19 
 2772       5.941900015517e-12       1.662385434540e-13      -1.258416613079e-13       0.000000000000e+00       9.686791225884e-17       1.571619453068e-17       9.515350502626e-19 
 2773       5.914888392412e-12       1.666609824067e-13      -1.231260696997e-13       0.000000000000e+00       9.672248100929e-17       1.558177535571e-17       9.797766230069e-19 
 2774       5.887875138338e-12       1.670976474465e-13      -1.204867494138e-13       0.000000000000e+00       9.657731597817e-17       1.544784736065e-17       1.007776521835e-18 
 2775       5.860865610059e-12       1.675481094902e-13      -1.179241369462e-13       0.000000000000e+00       9.643241620954e-17       1.531446420509e-17       1.035453686223e-18 
 2776       5.833865179660e-12       1.680119381524e-13      -1.154386696820e-13       0.000000000000e+00       9.628778074257e-17       1.518167970043e-17       1.062726823216e-18 
 2777       5.806879234554e-12       1.684887017450e-13      -1.130307858962e-13       0.000000000000e+00       9.614340861161e-17       1.504954780993e-17       1.089514407216e-18 
 2778       5.779913177499e-12       1.689779672750e-13      -1.107009247545e-13       0.000000000000e+00       9.599929884613e-17       1.491812264891e-17       1.115734679776e-18 
 2779       5.752972426612e-12       1.694793004443e-13      -1.084495263139e-13       0.000000000000e+00       9.585545047073e-17       1.478745848483e-17       1.141305649388e-18 
 2780       5.726062415381e-12       1.699922656478e-13      -1.062770315231e-13       0.000000000000e+00       9.571186250515e-17       1.465760973749e-17       1.166145091276e-18 
 2781       5.699188592680e-12       1.705164259727e-13      -1.041838822238e-13       0.000000000000e+00       9.556853396425e-17       1.452863097909e-17       1.190170547187e-18 
 2782       5.672356422784e-12       1.710513431969e-13      -1.021705211507e-13       0.000000000000e+00       9.542546385800e-17       1.440057693443e-17       1.213299325182e-18 
 2783       5.645571385379e-12       1.715965777881e-13      -1.002373919327e-13       0.000000000000e+00       9.528265119148e-17       1.427350248102e-17       1.235448499425e-18 
 2784       5.618838975578e-12       1.721516889023e-13      -9.838493909340e-14       0.000000000000e+00       9.514009496491e-17       1.414746264921e-17       1.256534909979e-18 
 2785       5.592164703936e-12       1.727162343832e-13      -9.661360805179e-14       0.000000000000e+00       9.499779417356e-17       1.402251262233e-17       1.276475162592e-18 
 2786       5.565554096463e-12       1.732897707602e-13      -9.492384512293e-14       0.000000000000e+00       9.485574780784e-17       1.389870773683e-17       1.295185628490e-18 
 2787       5.539012694633e-12       1.738718532479e-13      -9.331609751865e-14       0.000000000000e+00       9.471395485323e-17       1.377610348242e-17       1.312582444167e-18 
 2788       5.512546055407e-12       1.744620357446e-13      -9.179081334827e-14       0.000000000000e+00       9.457241429030e-17       1.365475550218e-17       1.328581511181e-18 
 2789       5.486159390128e-12       1.750598773581e-13      -9.034825690339e-14       0.000000000000e+00       9.443112523823e-17       1.353471535301e-17       1.343121067554e-18 
 2790       5.459856479131e-12       1.756649620237e-13      -8.898795345138e-14       0.000000000000e+00       9.429008738616e-17       1.341601776216e-17       1.356229531908e-18 
 2791       5.433640751466e-12       1.762768789870e-13      -8.770924152787e-14       0.000000000000e+00       9.414930056410e-17       1.329869330404e-17       1.367958015169e-18 
 2792       5.407515645494e-12       1.768952162850e-13      -8.651145738567e-14       0.000000000000e+00       9.400876459957e-17       1.318277263393e-17       1.378357781442e-18 
 2793       5.381484608901e-12       1.775195607451e-13      -8.539393499263e-14       0.000000000000e+00       9.386847931765e-17       1.306828648805e-17       1.387480248150e-18 
 2794       5.355551098702e-12       1.781494979839e-13      -8.435600602944e-14       0.000000000000e+00       9.372844454094e-17       1.295526568363e-17       1.395376986176e-18 
 2795       5.329718581251e-12       1.787846124062e-13      -8.339699988749e-14       0.000000000000e+00       9.358866008960e-17       1.284374111899e-17       1.402099719998e-18 
 2796       5.303990532249e-12       1.794244872039e-13      -8.251624366672e-14       0.000000000000e+00       9.344912578127e-17       1.273374377360e-17       1.407700327835e-18 
 2797       5.278370436752e-12       1.800687043549e-13      -8.171306217343e-14       0.000000000000e+00       9.330984143116e-17       1.262530470816e-17       1.412230841776e-18 
 2798       5.252861789177e-12       1.807168446218e-13      -8.098677791817e-14       0.000000000000e+00       9.317080685198e-17       1.251845506466e-17       1.415743447929e-18 
 2799       5.227468093316e-12       1.813684875514e-13      -8.033671111351e-14       0.000000000000e+00       9.303202185394e-17       1.241322606644e-17       1.418290486555e-18 
 2800       5.202192862338e-12       1.820232114728e-13      -7.976217967193e-14       0.000000000000e+00       9.289348624481e-17       1.230964901831e-17       1.419924452208e-18 
 2801       5.177039618800e-12       1.826805934969e-13      -7.926249920366e-14       0.000000000000e+00       9.275519982985e-17       1.220775530655e-17       1.420697993873e-18 
 2802       5.152011894654e-12       1.833402095152e-13      -7.883698301449e-14       0.000000000000e+00       9.261716241181e-17       1.210757639904e-17       1.420663915109e-18 
 2803       5.127113231257e-12       1.840016341986e-13      -7.848494210362e-14       0.000000000000e+00       9.247937379099e-17       1.200914384529e-17       1.419875174185e-18 
 2804       5.102347179379e-12       1.846644409963e-13      -7.820568516152e-14       0.000000000000e+00       9.234183376516e-17       1.191248927654e-17       1.418384884219e-18 
 2805       5.077717299207e-12       1.853282021347e-13      -7.799851856776e-14       0.000000000000e+00       9.220454212960e-17       1.181764440580e-17       1.416246313318e-18 
 2806       5.053227160361e-12       1.859924886165e-13      -7.786274638880e-14       0.000000000000e+00       9.206749867710e-17       1.172464102796e-17       1.413512884717e-18 
 2807       5.028880341894e-12       1.866568702194e-13      -7.779767037593e-14       0.000000000000e+00       9.193070319793e-17       1.163351101981e-17       1.410238176921e-18 
 2808       5.004680432304e-12       1.873209154951e-13      -7.780258996302e-14       0.000000000000e+00       9.179415547986e-17       1.154428634016e-17       1.406475923838e-18 
 2809       4.980631029544e-12       1.879841917683e-13      -7.787680226438e-14       0.000000000000e+00       9.165785530816e-17       1.145699902988e-17       1.402280014923e-18 
 2810       4.956735741027e-12       1.886462651353e-13      -7.801960207265e-14       0.000000000000e+00       9.152180246556e-17       1.137168121198e-17       1.397704495316e-18 
 2811       4.932998183635e-12       1.893067004632e-13      -7.823028185657e-14       0.000000000000e+00       9.138599673230e-17       1.128836509167e-17       1.392803565982e-18 
 2812       4.909421983727e-12       1.899650613887e-13      -7.850813175885e-14       0.000000000000e+00       9.125043788608e-17       1.120708295644e-17       1.387631583847e-18 
 2813       4.886010777148e-12       1.906209103172e-13      -7.885243959404e-14       0.000000000000e+00       9.111512570209e-17       1.112786717614e-17       1.382243061941e-18 
 2814       4.862768209239e-12       1.912738084213e-13      -7.926249084630e-14       0.000000000000e+00       9.098005995300e-17       1.105075020303e-17       1.376692669534e-18 
 2815       4.839697934838e-12       1.919233156400e-13      -7.973756866730e-14       0.000000000000e+00       9.084524040895e-17       1.097576457187e-17       1.371035232278e-18 
 2816       4.816803618298e-12       1.925689906777e-13      -8.027695387404e-14       0.000000000000e+00       9.071066683752e-17       1.090294289997e-17       1.365325732344e-18 
 2817       4.794088933488e-12       1.932103910027e-13      -8.087992494669e-14       0.000000000000e+00       9.057633900380e-17       1.083231788727e-17       1.359619308563e-18 
 2818       4.771557563804e-12       1.938470728467e-13      -8.154575802640e-14       0.000000000000e+00       9.044225667032e-17       1.076392231642e-17       1.353971256563e-18 
 2819       4.749213202175e-12       1.944785912032e-13      -8.227372691319e-14       0.000000000000e+00       9.030841959708e-17       1.069778905283e-17       1.348437028909e-18 
 2820       4.727059551074e-12       1.951044998265e-13      -8.306310306377e-14       0.000000000000e+00       9.017482754151e-17       1.063395104476e-17       1.343072235243e-18 
 2821       4.705100322527e-12       1.957243512308e-13      -8.391315558937e-14       0.000000000000e+00       9.004148025853e-17       1.057244132337e-17       1.337932642423e-18 
 2822       4.683339238115e-12       1.963376966891e-13      -8.482315125357e-14       0.000000000000e+00       8.990837750050e-17       1.051329300282e-17       1.333074174662e-18 
 2823       4.661780028989e-12       1.969440862319e-13      -8.579235447017e-14       0.000000000000e+00       8.977551901721e-17       1.045653928031e-17       1.328552913666e-18 
 2824       4.640426435874e-12       1.975430686462e-13      -8.682002730102e-14       0.000000000000e+00       8.964290455593e-17       1.040221343615e-17       1.324425098774e-18 
 2825       4.619282209081e-12       1.981341914746e-13      -8.790542945384e-14       0.000000000000e+00       8.951053386134e-17       1.035034883388e-17       1.320747127098e-18 
 2826       4.598351108510e-12       1.987170010138e-13      -8.904781828007e-14       0.000000000000e+00       8.937840667557e-17       1.030097892026e-17       1.317575553661e-18 
 2827       4.577636903662e-12       1.992910423140e-13      -9.024644877273e-14       0.000000000000e+00       8.924652273821e-17       1.025413722542e-17       1.314967091537e-18 
 2828       4.557142807299e-12       1.998559005587e-13      -9.150050026202e-14       0.000000000000e+00       8.911488172270e-17       1.020983013289e-17       1.312964726608e-18 
 2829       4.536869773211e-12       2.004113254420e-13      -9.280885609191e-14       0.000000000000e+00       8.898348304535e-17       1.016795503571e-17       1.311555983002e-18 
 2830       4.516818189649e-12       2.009571074335e-13      -9.417032279825e-14       0.000000000000e+00       8.885232605538e-17       1.012838175663e-17       1.310714441801e-18 
 2831       4.496988444873e-12       2.014930364549e-13      -9.558370330411e-14       0.000000000000e+00       8.872141009833e-17       1.009097973927e-17       1.310413606726e-18 
 2832       4.477380927149e-12       2.020189018794e-13      -9.704779691653e-14       0.000000000000e+00       8.859073451609e-17       1.005561804778e-17       1.310626904064e-18 
 2833       4.457996024751e-12       2.025344925317e-13      -9.856139932321e-14       0.000000000000e+00       8.846029864690e-17       1.002216536649e-17       1.311327682602e-18 
 2834       4.438834125963e-12       2.030395966868e-13      -1.001233025893e-13       0.000000000000e+00       8.833010182531e-17       9.990489999587e-18       1.312489213558e-18 
 2835       4.419895619070e-12       2.035340020704e-13      -1.017322951542e-13       0.000000000000e+00       8.820014338221e-17       9.960459870771e-18       1.314084690510e-18 
 2836       4.401180892369e-12       2.040174958576e-13      -1.033871618280e-13       0.000000000000e+00       8.807042264483e-17       9.931942522914e-18       1.316087229327e-18 
 2837       4.382690334160e-12       2.044898646731e-13      -1.050866837887e-13       0.000000000000e+00       8.794093893671e-17       9.904805117724e-18       1.318469868103e-18 
 2838       4.364424332750e-12       2.049508945901e-13      -1.068296385786e-13       0.000000000000e+00       8.781169157769e-17       9.878914435409e-18       1.321205567083e-18 
 2839       4.346383276449e-12       2.054003711305e-13      -1.086148001011e-13       0.000000000000e+00       8.768267988395e-17       9.854136874335e-18       1.324267208598e-18 
 2840       4.328567553576e-12       2.058380792639e-13      -1.104409386175e-13       0.000000000000e+00       8.755390316797e-17       9.830338450692e-18       1.327627596993e-18 
 2841       4.310977552450e-12       2.062638034073e-13      -1.123068207436e-13       0.000000000000e+00       8.742536073855e-17       9.807384798153e-18       1.331259458561e-18 
 2842       4.293613661400e-12       2.066773274249e-13      -1.142112094468e-13       0.000000000000e+00       8.729705190076e-17       9.785141167536e-18       1.335135441472e-18 
 2843       4.276476268754e-12       2.070784346270e-13      -1.161528640425e-13       0.000000000000e+00       8.716897595600e-17       9.763472426467e-18       1.339228115701e-18 
 2844       4.259565762847e-12       2.074669077702e-13      -1.181305401907e-13       0.000000000000e+00       8.704113220195e-17       9.742243059042e-18       1.343509972967e-18 
 2845       4.242882532015e-12       2.078425290566e-13      -1.201429898933e-13       0.000000000000e+00       8.691351993258e-17       9.721317165489e-18       1.347953426654e-18 
 2846       4.226426964600e-12       2.082050801332e-13      -1.221889614903e-13       0.000000000000e+00       8.678613843816e-17       9.700558461827e-18       1.352530811749e-18 
 2847       4.210199448944e-12       2.085543420918e-13      -1.242671996568e-13       0.000000000000e+00       8.665898700523e-17       9.679830279531e-18       1.357214384771e-18 
 2848       4.194200373393e-12       2.088900954683e-13      -1.263764453999e-13       0.000000000000e+00       8.653206491661e-17       9.658995565195e-18       1.361976323701e-18 
 2849       4.178430126295e-12       2.092121202421e-13      -1.285154360549e-13       0.000000000000e+00       8.640537145140e-17       9.637916880189e-18       1.366788727912e-18 
 2850       4.162889095999e-12       2.095201958360e-13      -1.306829052826e-13       0.000000000000e+00       8.627890588497e-17       9.616456400325e-18       1.371623618103e-18 
 2851       4.147577670856e-12       2.098141011154e-13      -1.328775830657e-13       0.000000000000e+00       8.615266748895e-17       9.594475915519e-18       1.376452936228e-18 
 2852       4.132496239218e-12       2.100936143878e-13      -1.350981957057e-13       0.000000000000e+00       8.602665553125e-17       9.571836829448e-18       1.381248545425e-18 
 2853       4.117645189438e-12       2.103585134029e-13      -1.373434658196e-13       0.000000000000e+00       8.590086927602e-17       9.548400159219e-18       1.385982229953e-18 
 2854       4.103024909870e-12       2.106085753513e-13      -1.396121123367e-13       0.000000000000e+00       8.577530798369e-17       9.524026535026e-18       1.390625695115e-18 
